"Eclogite","Metamorphic","","Eclogite","","Garnet and Pyroxene-Rich Rock","Rock","7.0","7.5","Hard","60/90 -> 120/220 -> 500 -> Polish","Tumble only with other high-hardness stones  Very dense; both garnet and pyroxene polish well",""
"Eilat Stone","Mixed Rock","","Eilat Stone","Eilat Gemstone","Mixed Copper Carbonates and Silicates","Rock","3.5","6.0","Fragile","220 -> 500 -> Polish","Use gentle cycles with plenty of cushioning media; inspect frequently  Mixed hardness; softer areas can undercut",""
"Emerald","Beryl","Beryl","Emerald","Green Beryl","Beryllium Aluminum Cyclosilicate","Rock","7.5","8.0","Hard","60/90 -> 120/220 -> 500 -> Polish","often fractured/included","Low grade roots used for tumbling; oiling common  Green beryl;"
"Emerald (Low Grade)","Beryl","Beryl","Green Beryl","","Be3Al2(SiO3)6","Mineral","7.5","8","Intermediate","60/90 -> 120/220 -> 500 -> Polish","Use pellets to prevent chipping along fractures. Only tumble opaque/root material; Hard but often brittle/fractured.","gem grade will be ruined."
"Emerald (Matrix)","Beryl","Beryl","Emerald in Schist","","Be3Al2(SiO3)6 + Mica","Rock","7.5","8","Advanced","120/220 -> 500 -> Polish","Matrix wears away leaving emeralds protruding. Hard emeralds pop out of soft mica schist.","Usually results in ""lumpy"" stones."
"Epidote","Silicate","Quartz","Pistacite","","Ca2(Al2;Fe)(SiO4)(Si2O7)O(OH)","Mineral","6","7","Easy","60/90 -> 120/220 -> 500 -> Polish","Hard and takes a glass polish.","Often found mixed with feldspar (Unakite). Dark pistachio green."
"Eudialyte","Silicate","Quartz","Eucolite","Kamchatka Stone","Complex Silicate","Mineral","5","5.5","Advanced","120/220 -> 500 -> Polish","keep barrel cool.","Very sensitive to heat; Rare mineral with pink/red crystals in matrix. Can be greasy; porous."
"Feldspar (Astrophyllite in)","Metamorphic","","Astrophyllite in Feldspar","","Metamorphic Feldspar/Quartz Rock with Astrophyllite","Rock","5.5","6.5","Moderate","60/90 -> 120/220 -> 500 -> Polish","brittle starburst inclusions can chip","Expect some texture around starbursts  Hard host;"
"Feldspar (Moonstone)","Feldspar","Feldspar","Orthoclase","Adularia","KAlSi3O8","Mineral","6","6.5","Intermediate","120/220 -> 500 -> Polish","Heavy cushioning required. Cleavage planes prone to cracking.","Peach and Cream varieties common; watch for flash."
"Ferruginous Chert Pebble","Sedimentary","","Ferruginous Chert","Iron Stained Chert Pebble","Iron-Stained Microcrystalline Quartz","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","","Behaves like other chert/agate; very durable"
"Flint","Chert","Quartz","Flint","Flint Stone","Microcrystalline Quartz","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","often shows conchoidal fractures","Durable;"
"Fluorite","Halide","","Fluorspar","","CaF2","Mineral","4","4","Advanced","220 -> 500 -> Polish","Fill barrel 50% with media; Soft;","avoid heat generation. Beautiful colors but very difficult to get a mirror shine. cleaves perfectly (breaks easily)."
"Fossil Stromatolite (Silicified)","Fossil","","Fossil Stromatolite","Silicified Stromatolite","Silicified Stromatolite","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","polishes like jasper","Banded fossil microbial mats;"
"Fossiliferous Chert (Silicified)","Fossil","","Fossiliferous Chert","Silicified Fossil Chert","Silicified Fossil-Bearing Sedimentary Rock","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","","Hard and durable; fossils appear as lighter/darker areas"
"Fossiliferous Limestone","Sedimentary","","Fossiliferous Limestone","Fossil Limestone","Calcium Carbonate with Fossils","Rock","3.0","4.0","Fragile","220 -> 500 -> Polish","Used more for showing fossils than for mirror polish  Soft;","fossil fragments can break or undercut"
"Gabbro","Gabbro","","Gabbro","Gabbro Stone","Coarse-Grained Mafic Igneous Rock","Rock","6.0","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","","Speckled; some softer minerals may undercut slightly"
"Garnet","Silicate","Quartz","Almandine","","Fe3Al2(SiO4)3","Mineral","7","7.5","Intermediate","60/90 -> 120/220 -> 500 -> Polish","Use plenty of cushioning to prevent contact damage.","Result is often dark Hard but heavy; tends to chip against itself."
"Garnet (Almandine)","Garnet","Garnet","Almandine","Almandite","Garnet Group","Rock","7.0","7.5","Hard","60/90 -> 120/220 -> 500 -> Polish","Best tumbled in dedicated loads of similar hardness  Very dense and tough; slow to grind but polishes well",""
"Garnet (Grossular)","Silicate","Quartz","Green Garnet","Transvaal Jade","Ca3Al2(SiO4)3","Mineral","6.5","7","Intermediate","60/90 -> 120/220 -> 500 -> Polish","Tougher/less brittle than Red Garnet.","Can look like Jade. Often massive/opaque."
"Garnet (Hessonite)","Garnet","Garnet","Hessonite","Cinnamon Stone","Garnet Group (Grossular)","Rock","6.5","7.0","Hard","60/90 -> 120/220 -> 500 -> Polish","","Included; some surface pitting possible"
"Garnet (Mixed)","Garnet","Garnet","Mixed River Garnet","Mixed Garnet / River Garnet Mix; Mixed Garnet","Garnet Group","Rock","7.0","7.5","Hard","60/90 -> 120/220 -> 500 -> Polish","","Often sold specifically as tumbling rough  Alluvial pebbles; extremely tough"
"Garnet (Pyrope)","Garnet","Garnet","Pyrope","","Garnet Group","Rock","7.0","7.5","Hard","60/90 -> 120/220 -> 500 -> Polish","brittle in places","Hard red garnet;"
"Garnet (Rhodolite)","Garnet","Garnet","Rhodolite","","Garnet Group (Pyrope–Almandine)","Rock","7.0","7.5","Hard","60/90 -> 120/220 -> 500 -> Polish","takes glassy polish with time","Very tough;"
"Garnet (Spessartine)","Garnet","Garnet","Spessartine","Spessartite","Garnet Group","Rock","7.0","7.5","Hard","60/90 -> 120/220 -> 500 -> Polish","Use small, cushioned loads  Brittle crystals;","corners can chip"
"Garnet (Tsavorite)","Garnet","Garnet","Tsavorite","","Garnet Group (Grossular)","Rock","7.0","7.5","Hard","60/90 -> 120/220 -> 500 -> Polish","slow to shape","Very hard and dense;"
"Garnet in Schist","Garnet","Garnet","Garnet in Schist","Garnet Schist","Garnet in Mica/Quartz Schist","Rock","6.5","7.5","Hard","60/90 -> 120/220 -> 500 -> Polish","Expect some texturing of the host rock  Hard garnets in softer schist matrix; matrix may undercut",""
"Garnierite","Feldspar","Feldspar","Garnierite","Green Moonstone","Nickel-Bearing Serpentine/Feldspar","Rock","5.0","6.0","Moderate","220 -> 500 -> Polish","mixed hardness","Wash hands after handling  Green nickel ore;"
"Gembone (Agatized Dinosaur Bone)","Fossil","","Gembone","Gembone / Dinosaur Bone / Dino Bone","Silicified Bone (Chalcedony)","Rock","6.5","7.0","Hard","60/90 -> 120/220 -> 500 -> Polish","","Best in dedicated hard-stone loads  Extremely dense; cell patterns show well"
"Girasol Opal (Milky Quartz)","Quartz","Quartz","Girasol Opal","","Quartz","Rock","7.0","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","","Hazy, slightly opalescent quartz; behaves like other quartz"
"Glass (Bottle)","Man-Made","","Bottle Glass","Recycled Glass","Silicate Glass","Glass","5.0","6.0","Moderate","220 -> 500 -> Polish","tends to frost if over-tumbled in fine grits  Recycled glass;","Edges need rounding in coarse; behaves like other glass"
"Glass (Fused)","Man-Made","","Fused Glass","Art Glass Scraps / Kiln Glass","Art Glass","Glass","5.0","6.0","Moderate","220 -> 500 -> Polish","Use ceramic media for cushioning. Do not tumble with harder rocks. Burp barrel frequently.","Treat as glass; some colors may be softer or more sensitive to heat  Art glass scraps; mixed colors and densities"
"Glass (Generic)","Man-Made","","Glass","Tumbling Glass","Silicate Glass","Glass","5.0","6.0","Moderate","220 -> 500 -> Polish","Use lots of cushioning media; short runs  Chips and bruises; can polish well with care",""
"Glass (Goldstone)","Man-made Glass","","Aventurine Glass","Monk's Stone; Goldstone","Glass + Copper","Glass","5.5","6","Easy","120/220 -> 500 -> Polish","requires cushioning like obsidian. Consistent hardness; easy to shape.","Man-made material; Contains suspended copper flecks."
"Glass (Sea)","Amorphous","Quartz","Sea Glass","Cullet/Slag; Glass (Man-made)","SiO2 + additives","Glass","5","6","Easy","220 -> 500 -> Polish","Burps gas (release pressure); must be cushioned with media. Tumbles much faster than stone; Shapes very fast;","creates ""frosted"" look if stopped early. produces white froth."
"Glass (Slag)","Man-Made","","Slag Glass","Industrial Glass / Foundry Glass","Industrial Silicate Glass","Glass","5.0","6.0","Moderate","220 -> 500 -> Polish","Can take a bright polish if cushioned and not over-ground  Often thick and dense;","chips less than bottle glass"
"Goshenite","Beryl","Beryl","Goshenite","Colorless Beryl","Beryllium Aluminum Cyclosilicate","Rock","7.5","8.0","Hard","60/90 -> 120/220 -> 500 -> Polish","","Colorless beryl; very hard"
"Granite","Granite","","Granite","Granite Stone","Granite (Quartz–Feldspar–Mica)","Rock","6.0","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","softer micas can undercut","Best results with fine-grained, well-cemented varieties  Mixed minerals;"
"Granite (Salt and Pepper)","Granite","","Salt and Pepper Granite","Salt and Pepper Commercial Granite","Granite or Diorite","Rock","6.0","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","","Speckled; behaves like other granites"
"Hackmanite","Sodalite","Sodalite","Hackmanite","Tenebrescent Sodalite","Sulfur-Rich Sodalite Variety","Rock","5.5","6.0","Moderate","120/220 -> 500 -> Polish","","Avoid high heat or harsh chemicals that may affect color-change behavior  Similar to sodalite but exhibits tenebrescence and fluorescence"
"Hawk's Eye","Quartz","Quartz","Hawk's Eye","Blue Tiger's Eye","Quartz (Pseudomorph after Crocidolite)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","identical hardness to Tiger's Eye","Blue-grey chatoyant quartz;"
"Heliodor","Beryl","Beryl","Heliodor","Yellow Beryl","Beryllium Aluminum Cyclosilicate","Rock","7.5","8.0","Hard","60/90 -> 120/220 -> 500 -> Polish","","Yellow beryl; very hard"
"Hematite","Oxide","","Specularite","Blood Stone (literal)","Fe2O3","Mineral","5.5","6.5","Intermediate","60/90 -> 120/220 -> 500 -> Polish","Slurry stains everything red; rinse thoroughly. produces red messy slurry.","Result is a gunmetal grey metallic finish. Metallic luster;"
"Hemimorphite","Silicate","Quartz","Hemimorphite","Calamine","Zinc Silicate","Rock","4.5","5.0","Fragile","220 -> 500 -> Polish","soft","Blue botryoidal or crystalline;"
"Hiddenite","Spodumene","","Hiddenite","Green Spodumene","Lithium Aluminum Inosilicate","Rock","6.5","7.0","Hard","60/90 -> 120/220 -> 500 -> Polish","perfect cleavage","Green;"
"Howlite","Borate","","Magnesite (often confused)","White Buffalo","Ca2B5SiO9(OH)5","Mineral","3.5","6.5","Intermediate","120/220 -> 500 -> Polish","","Do not use dyed material; it will bleach out. Often dyed blue to imitate Turquoise. Porous; white matrix with grey veins."
"Hypersthene","Pyroxene","","Velvet Labradorite (misnomer)","","(Mg;Fe)SiO3","Mineral","5.5","6","Intermediate","120/220 -> 500 -> Polish","Do not over-tumble or sheen is lost. softish.","Black stone with velvet/rolling flash. Directional sheen (schiller);"
"Indigo Gabbro","Gabbro","","Indigo Gabbro","Mystic Merlinite","Gabbroic Igneous Rock","Rock","6.0","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","generally polishes well with cushioning","Dark mottled igneous rock;"
"Infinite Stone","Serpentine","","Infinite Stone","Healer's Stone","Serpentine (Chrysotile/Lizardite)","Rock","3.0","4.0","Fragile","220 -> 500 -> Polish","Treat as soft serpentine  Pale green/grey serpentine; soft",""
"Iolite","Silicate","Quartz","Cordierite","Water Sapphire","(Mg;Fe)2Al4Si5O18","Mineral","7","7.5","Intermediate","60/90 -> 120/220 -> 500 -> Polish","Hard but directional hardness.","Pleochroic (changes color by angle). Violet-blue appearance."
"Jade (BC Nephrite)","Jade","","BC Nephrite","BC Jade","Amphibole Jade","Rock","6.0","6.5","Hard","60/90 -> 120/220 -> 500 -> Polish","","Behaves like other nephrite; extremely tough"
"Jade (Burmese)","Jade","","Burmese Jadeite","Burmese Jade","Pyroxene Jade","Rock","6.5","7.0","Hard","60/90 -> 120/220 -> 500 -> Polish","","Hard jadeite; typically reserved for carved/faceted pieces"
"Jade (Canadian)","Jade","","Canadian Jade","Canadian Nephrite","Amphibole Jade","Rock","6.0","6.5","Hard","60/90 -> 120/220 -> 500 -> Polish","excellent for premium tumbled stones","Durable jade;"
"Jade (Guatemalan)","Jade","","Guatemalan Jadeite","Guatemalan Jade","Pyroxene Jade","Rock","6.5","7.0","Hard","60/90 -> 120/220 -> 500 -> Polish","takes glassy polish with patience","Very dense;"
"Jade (Jadeite)","Jade","","Jadeite","","Pyroxene Jade","Rock","6.5","7.0","Hard","60/90 -> 120/220 -> 500 -> Polish","Most high-grade material is carved or cabbed rather than tumbled  Very hard and dense; slow to shape",""
"Jade (Nephrite)","Silicate","Quartz","Nephrite","Greenstone","Ca2(Mg; Fe)5Si8O22(OH)2","Mineral","6","6.5","Intermediate","60/90 -> 120/220 -> 500 -> Polish","needs patience in polish. difficult to grind.","Orange peel effect common; Traditional Jade; extremely durable. Very tough (interlocking fibers);"
"Jade (Siberian)","Jade","","Siberian Jade","Siberian Nephrite","Amphibole Jade","Rock","6.0","6.5","Hard","60/90 -> 120/220 -> 500 -> Polish","","Tough jade; edges resist chipping"
"Jade (Wyoming)","Jade","","Wyoming Jade","Wyoming Nephrite","Amphibole Jade","Rock","6.0","6.5","Hard","60/90 -> 120/220 -> 500 -> Polish","","River-rounded nephrite; ideal for tumbling"
"Jasper (African Turquoise)","Jasper","Quartz","African Turquoise","","Chalcedony (Often Dyed)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","Very soft and porous. Do not tumble with harder stones. Polish with Zam or similar.","Color is often dye-enhanced; avoid harsh chemicals  Hard jasper/chalcedony; very suitable for tumbling"
"Jasper (Brecciated)","Jasper","Quartz","Brecciated","","Chalcedony (Microcrystalline Quartz)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","tough and polishes well","Broken fragments healed by silica;"
"Jasper (Breciated)","Silicate","Quartz","Brecciated Jasper","","SiO2 + Hematite","Rock","6.5","7","Easy","60/90 -> 120/220 -> 500 -> Polish","Check for pits in the ""cement"" lines.","Red with jagged patterns. Broken jasper cemented by quartz."
"Jasper (Bumblebee)","Carbonate","Quartz","Calcite/Aragonite","Eclipse Stone; Bumblebee Jasper","CaCO3 + Realgar","Rock","3","4","Advanced","500 -> Polish","Dispose of slurry as hazardous waste; Very soft;","DO NOT drink/inhaler. Not a true jasper; vibrant yellow/black banding. toxic dust (Realgar/Arsenic)."
"Jasper (Calligraphy)","Jasper","Quartz","Calligraphy Stone","Mariam Jasper / Script Stone","Silicified Sedimentary Rock","Rock","6.0","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","","Behaves like jasper/chert; script patterns remain sharp"
"Jasper (Crocodile)","Jasper","Quartz","Crocodile Jasper","Kambaba Jasper / Crocodile Rock","Silicified Volcaniclastic/ Stromatolitic Rock","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","","Orbicular green and black patterns; behaves like jasper"
"Jasper (Dalmatian)","Jasper","Quartz","Dalmatian Jasper","Dalmatian Stone","Feldspathic Rock with Black Inclusions","Rock","6.0","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","expect more of a satin to semi-gloss finish than mirror polish  Speckled feldspathic rock; slightly softer black spots may undercut","Treat gently;"
"Jasper (Desert)","Jasper","Quartz","Desert Jasper","Desert Jasper Stone","Chalcedony (Microcrystalline Quartz)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","","Patterned jasper; similar to Polychrome-type material"
"Jasper (Dragon Blood)","Silicate","Quartz","Epidote/Piemontite","Bastite","SiO2/Epidote mix","Rock","6","7","Easy","60/90 -> 120/220 -> 500 -> Polish","Consistent hardness; polishes well.","Often confused with Bloodstone. Green matrix (Epidote) with Red (Piemontite)."
"Jasper (Imperial)","Jasper","Quartz","Imperial","","Chalcedony (Microcrystalline Quartz)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","","Fine-banded Mexican jasper; high-end tumbling material"
"Jasper (Kambaba)","Igneous","Quartz","Crocodile Jasper","Stromatolite (incorrect)","Rhyolite (Volcanic)","Rock","6","7","Easy","60/90 -> 120/220 -> 500 -> Polish","takes mirror polish.","None. Green/Black swirls; actually a volcanic rhyolite Very consistent hardness;"
"Jasper (Leopard Skin)","Jasper","Quartz","Leopard Skin","Leopard Skin Stone","Chalcedony (Microcrystalline Quartz)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","Check for pits and vugs; some pieces have vugs or softer patches","may need culling of more porous pieces  Orbicular spots;"
"Jasper (Mary Ellen)","Fossil","Quartz","Mary Ellen Jasper","Mary Ellen Stromatolite / Mary Ellen BIF","Silicified Stromatolitic Banded Iron Formation","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","polishes well","Heavy banded ironstone with stromatolites;"
"Jasper (Mookaite)","Silicate","Quartz","Australian Jasper","Mookaite","SiO2 (Radiolarite)","Rock","6","7","Easy","60/90 -> 120/220 -> 500 -> Polish","Some sections may be softer/porous. Stunning purples Varies slightly in hardness but polishes like glass.",""
"Jasper (Noreena)","Jasper","Quartz","Noreena","","Chalcedony (Microcrystalline Quartz)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","","Angular banding and breccia patterns; very dense"
"Jasper (Ocean)","Silicate","Quartz","Orbicular Jasper","","SiO2 (Rhyolite)","Rock","6.5","7","Intermediate","60/90 -> 120/220 -> 500 -> Polish","Watch for undercutting around the orbs. Orbs can have different hardness than matrix.","Mined out in many locations; becoming rare."
"Jasper (Picture)","Silicate","Quartz","Sandstone Jasper","Landscape Jasper","SiO2","Rock","6.5","7","Easy","60/90 -> 120/220 -> 500 -> Polish","","None. Often has a ""muddy"" origin but hardens nicely. Patterns resemble landscapes."
"Jasper (Polychrome)","Silicate","Quartz","Desert Jasper","","SiO2","Rock","6.5","7","Easy","60/90 -> 120/220 -> 500 -> Polish","Smooth","Pastel colors; very dense; 28-35 days in coarse; excellent for beginners."
"Jasper (Rainforest)","Jasper","Quartz","Rainforest Jasper","Rainforest Jasper Stone","Chalcedony (Microcrystalline Quartz)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","","Orbicular/patchy green patterns; behaves like jasper"
"Jasper (Red)","Silicate","Quartz","Red Jasper","","SiO2","Rock","6.5","7","Easy","60/90 -> 120/220 -> 500 -> Polish","","None. Opaque microcrystalline quartz. The quintessential tumbling rock; tough and consistent."
"Jasper (Stromatolite)","Fossil","Quartz","Stromatolite Jasper","Stromatolitic Jasper","Silicified Stromatolite (Often Iron-Rich)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","","Behaves like jasper; dense and durable"
"Jasper Conglomerate","Sedimentary","Quartz","Jasper Conglomerate","Jasper Pebble Conglomerate","Siliceous Conglomerate with Jasper Clasts","Rock","6.5","7.0","Hard","60/90 -> 120/220 -> 500 -> Polish","slight pitting possible where softer grains weather out","Hard;"
"Jet","Organic","","Lignite Coal","Witch's Amber","Carbon/Coal","Fossil","2.5","4","Advanced","120/220 -> 500 -> Polish","Use plastic pellets to push it down. floats in heavy slurry.","Used in Victorian mourning jewelry; high static charge. Very light;"
"Kunzite","Spodumene","","Kunzite","Pink Spodumene","Lithium Aluminum Inosilicate","Rock","6.5","7.0","Hard","60/90 -> 120/220 -> 500 -> Polish","Prone to splitting along cleavage planes  Pink/Lilac; perfect cleavage makes it tricky",""
"Kunzumite","Silicate","Quartz","Opaque Spodumene","","LiAl(SiO3)2","Mineral","6.5","7","Intermediate","60/90 -> 120/220 -> 500 -> Polish","Good polish. Usually grey/lilac/pink mix.","Tougher than gem grade Kunzite."
"Kyanite","Silicate","Quartz","Blue Kyanite","","Al2SiO5","Mineral","4.5","7","Expert","120/220 -> 500 -> Polish","Hardness is 4. 5 along length Hardness varies by direction (anisotropic).","Will likely end up splintery/satin finish."
"Kyanite in Quartzite","Metamorphic","Quartz","Kyanite in Quartzite","","Quartzite with Kyanite Blades","Rock","5.0","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","Use smaller pieces and generous cushioning  Hard quartzite host;","kyanite blades can chip"
"Labradorite","Feldspar","Feldspar","Spectrolite","Black Moonstone","Plagioclase Feldspar (Labradorite)","Mineral","6.0","6.5","Moderate","60/90 -> 120/220 -> 500 -> Polish","Prone to flashing/cracking along cleavage planes. Use plenty of cushioning. Avoid aggressive coarse grind.","Gentle run; some tumblers skip 60/90 to preserve flash; 14-21 days in first stage."
"Labradorite (Andesine)","Feldspar","Feldspar","Andesine-Labradorite","Andesine Labradorite","Plagioclase Feldspar (Andesine–Labradorite)","Rock","6.0","6.5","Moderate","60/90 -> 120/220 -> 500 -> Polish","Mixed feldspar composition; cleavage affects durability",""
"Labradorite (Black)","Feldspar","Feldspar","Black Labradorite","","Plagioclase Feldspar (Labradorite-Type)","Rock","6.0","6.5","Moderate","60/90 -> 120/220 -> 500 -> Polish","Prone to flashing/cracking along cleavage planes. Use plenty of cushioning. Avoid aggressive coarse grind.","Dark feldspar; often sold under various trade names"
"Labradorite (Madagascar)","Feldspar","Feldspar","Madagascar Labradorite","","Plagioclase Feldspar (Labradorite)","Rock","6.0","6.5","Moderate","60/90 -> 120/220 -> 500 -> Polish","chips along cleavage if over-tumbled","Shows labradorescence;"
"Lake Superior Puddingstone","Sedimentary","","Lake Superior Puddingstone","Lake Superior Jasper Conglomerate","Jasper and Quartz Conglomerate","Rock","6.5","7.0","Hard","60/90 -> 120/220 -> 500 -> Polish","polishes to high gloss","Very well-cemented;"
"Lapis Lazuli","Metamorphic","","Lapis","","Lazurite + Calcite + Pyrite","Rock","5","6","Intermediate","220 -> 500 -> Polish","Undercutting risk; smell of sulfur during grind. often produces a ""matte"" polish. Calcite inclusions are soft;","Prized for deep blue; pyrite is hard."
"Lapis Lazuli (Afghan)","Lapis Lazuli","","Afghan Lapis Lazuli","Afghan Lapis","Lazurite-Rich Metamorphic Rock","Rock","5.0","5.5","Moderate","120/220 -> 500 -> Polish","","Behaves like other lapis; typically higher quality"
"Lapis Lazuli (Chilean)","Lapis Lazuli","","Chilean Lapis Lazuli","Chilean Lapis","Lazurite-Rich Metamorphic Rock","Rock","5.0","5.5","Moderate","120/220 -> 500 -> Polish","","Similar to Afghan material; often more calcite"
"Lapis Lazuli (Denim)","Lapis Lazuli","","Denim Lapis","Denim Lapis Lazuli","Lazurite-Rich Metamorphic Rock","Rock","5.0","5.5","Moderate","120/220 -> 500 -> Polish","still fairly soft","Light blue, more calcite;"
"Larimar","Silicate","Quartz","Blue Pectolite","Stefilia's Stone","NaCa2Si3O8(OH)","Mineral","4.5","5","Expert","120/220 -> 500 -> Polish","Soft;","Expensive rough; high risk of ruining it. Only found in Dominican Republic. fibrous; prone to splintering."
"Larvikite","Igneous","","Larvikite","Norwegian Labradorite / Norwegian Moonstone","Monzonitic Feldspar-Rich Rock","Rock","6.0","6.5","Moderate","60/90 -> 120/220 -> 500 -> Polish","","Dark feldspar-rich rock with shimmer; behaves like feldspar/granite"
"Lava Rock (Scoria)","Basalt","","Lava Rock","Scoria Lava Rock","Vesicular Basaltic Scoria","Rock","5.0","6.0","Fragile","120/220 -> 500","clean pores thoroughly between stages  Very porous;","Used more for texture than mirror finish; often does not take a high gloss"
"Lepidolite","Mica","","Lithium Mica","Peace Stone","K(Li;Al)3(Al;Si;Rb)4O10(F;OH)2","Mineral","2.5","3","Expert","Hand Polish Only","Flakes apart in rotary tumbler. Too soft for standard tumbling.","High lithium content; purple color."
"Libyan Desert Glass","Tektite","","Desert Glass","Impactite; Libyan Desert Glass (LDG)","High-Silica Glass","Tektite","6","6.5","Intermediate","120/220 -> 500 -> Polish","use high ratio of ceramic media. Brittle; must be cushioned.","Expensive rough; Created by a meteorite impact in the Sahara. translucent;"
"Llanite","Rhyolite","","Llanite","Llanoite","Rhyolite with Blue Quartz","Rock","6.0","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","","Porphyritic rhyolite; durable"
"Magnesite","Carbonate","","Magnesite","White Turquoise","Magnesium Carbonate","Rock","3.5","4.5","Fragile","220 -> 500 -> Polish","treat as soft carbonate  White nodular carbonate; porous and soft","Frequently dyed;"
"Magnetite","Oxide","","Lodestone","Iron Ore","Fe3O4","Mineral","5.5","6.5","Advanced","60/90 -> 120/220 -> 500 -> Polish","Can ruin plastic tumblers if it clumps; tends to clump and grind into itself.","heavy; use non-metallic screws. The only naturally magnetic oxide. Magnetic;"
"Malachite","Carbonate","","Green Carbonate","","Cu2CO3(OH)2","Mineral","3.5","4","Expert","Vibratory/Dry Polish","do not pour slurry down drain. Beautiful green bands but very difficult to tumble well. very soft; undercuts.","Hazardous dust; Toxic dust;"
"Marble (Rainforest)","Metamorphic","","Rainforest Marble","Rainforest Green","Green Patterned Dolomitic Marble","Rock","3.0","4.0","Fragile","220 -> 500 -> Polish","easily bruised","Short, gentle runs; avoid mixing with quartz/jasper  Soft patterned carbonate;"
"Marble (Tough)","Carbonate","","Calcite Marble","","CaCO3","Rock","3","4","Advanced","500 -> Polish","Only tumble small tough pieces; must not be tumbled with quartz. Soft; prone to undercutting/pitting.",""
"Marble (Zebra)","Metamorphic","","Zebra Marble","Zebra Stone Marble","Banded Dolomitic Marble","Rock","3.0","4.0","Fragile","220 -> 500 -> Polish","Run only with other soft carbonates; expect satin, not mirror finish  Soft carbonate; banding may undercut",""
"Marcasite","Sulfide","","Marcasite","White Iron Pyrite","Iron Sulfide","Rock","6.0","6.5","Fragile","220 -> 500 -> Polish","","Not recommended for long term stability  Metallic; unstable and can decay"
"Mariposite Quartzite","Metamorphic","Quartz","Mariposite Quartzite","Mariposite","Quartzite with Chrome-Rich Mica","Rock","6.0","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","minor undercutting possible","Hard quartzite with green mica;"
"Moldavite","Tektite","","Moldavite","Vltavin","Silica Glass (Meteorite Impact)","Tektite","5.5","7","Expert","120/220 -> 500 -> Polish","Don't tumble rough; texture is prized over polish.","only broken chips. Green space glass; expensive. Valuable;"
"Moonstone (Black)","Feldspar","Feldspar","Black Moonstone","Black Feldspar Moonstone","Potassium Feldspar (Moonstone)","Rock","6.0","6.5","Moderate","60/90 -> 120/220 -> 500 -> Polish","Prone to flashing/cracking along cleavage planes. Use plenty of cushioning. Avoid aggressive coarse grind.","Dark moonstone with sheen; similar to other moonstones"
"Moonstone (Norwegian)","Igneous","","Norwegian Moonstone","Larvikite / Norwegian Labradorite","Monzonitic Feldspar-Rich Rock","Rock","6.0","6.5","Moderate","60/90 -> 120/220 -> 500 -> Polish","Prone to flashing/cracking along cleavage planes. Use plenty of cushioning. Avoid aggressive coarse grind.","Same material class as Larvikite"
"Moonstone (Peach)","Feldspar","Feldspar","Peach Moonstone","Peach Feldspar Moonstone","Potassium Feldspar (Moonstone)","Rock","6.0","6.5","Moderate","60/90 -> 120/220 -> 500 -> Polish","Cleavage and schiller;","requires gentle handling"
"Moonstone (Rainbow)","Feldspar","Feldspar","White Labradorite","","Plagioclase Feldspar","Mineral","6","6.5","Intermediate","120/220 -> 500 -> Polish","Cushioning required. cleavage prone.","See Labradorite recipe. It is technically Labradorite Flash is directional;"
"Moonstone (White)","Feldspar","Feldspar","White Moonstone","White Feldspar Moonstone","Potassium Feldspar (Moonstone)","Rock","6.0","6.5","Moderate","60/90 -> 120/220 -> 500 -> Polish","cleavage may cause flat planes","Adularescent feldspar;"
"Morganite","Beryl","Beryl","Morganite","Pink Beryl","Beryllium Aluminum Cyclosilicate","Rock","7.5","8.0","Hard","60/90 -> 120/220 -> 500 -> Polish","","Pink beryl; very hard"
